article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_negative_uuid
softcite_data/from_json/hep/sample1-2020-11-22/1011_1195.grobid-0/text.txt.gz,1011,1011_1195.grobid-0,305080ce0873e8e6d99b791d7ff8aa347f8126fbb1372b6cce044cb6392389bc,1950,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,9a0547e8-4693-44dc-b38d-752b9abaa29e,aaf50ff3-970e-4b36-b378-8ad9b4a17541
softcite_data/from_json/hep/sample1-2020-11-22/1012_0090.grobid-0/text.txt.gz,1012,1012_0090.grobid-0,fb15b7df6d4af040ee970d78911b0b37db125db677fb6c2c7919ebf7a809bfeb,1950,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,98c6ca69-d7a9-4c7b-9d2b-e9c98bbc2898,21b20d47-09c9-41bd-bc2f-19c3d686572f
softcite_data/from_json/hep/sample1-2020-11-22/1102_0024.grobid-0/text.txt.gz,1102,1102_0024.grobid-0,42c6125192ac2403f22a866ac932c5f851dae4fb1075720e076d07ea36cc8cc8,2000,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,caba924a-73fa-4ad0-9a47-55f8b0a871ca,7ef1a6a5-9c10-4660-8b29-9cb396aa8392
softcite_data/from_json/hep/sample1-2020-11-22/1103_0030.grobid-0/text.txt.gz,1103,1103_0030.grobid-0,83f691ac789aa146c19fb6bca00fc89991cd127d2144b26aa73b11023fd6b985,1884,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,be7ba1ee-9c5f-4414-a5f0-8fd08b55ff79,2828027f-8105-4f98-b63d-a7750c4cebd4
softcite_data/from_json/hep/sample1-2020-11-22/1104_1585.grobid-0/text.txt.gz,1104,1104_1585.grobid-0,f026859fd8e50aba3a577efa3e834ebb3408b8f2d0b2c9622a4b6b5be5a358f0,1943,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,f51e18d8-d0d2-467d-893f-6672b1608822,03ffbfed-be47-4cbe-9e0d-6f4e495f762e
softcite_data/from_json/hep/sample1-2020-11-22/1105_0380.grobid-0/text.txt.gz,1105,1105_0380.grobid-0,563afa5ce6220e17167b29b26818b00fcf230cd9c3757d412df984c8e68e8dcb,2081,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,f5d51e41-7b2a-4c3f-910b-7ad6b2a880b8,0744d9b2-9bbe-4ae1-9374-7fe983e514f8
softcite_data/from_json/hep/sample1-2020-11-22/1106_0621.grobid-0/text.txt.gz,1106,1106_0621.grobid-0,4b0c8f0cc1722598cad7d1d0278ab2a83acd028b30999ed8d511aed4bde1aed8,2013,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,180d1a70-505a-4498-ab21-7e141a2ee2d8,2d58d677-c2a0-4fb7-a20f-86a18a5d1039
softcite_data/from_json/hep/sample1-2020-11-22/1107_0084.grobid-0/text.txt.gz,1107,1107_0084.grobid-0,534919af2475eab642b405a4f2c6abe2b947687858f4d0ad23a16fdf38e28110,2088,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,e479df28-2cb5-4a04-a536-d05e477105cd,32678d41-987e-4525-9fd9-c0dca195c5ff
softcite_data/from_json/hep/sample1-2020-11-22/1110_0181.grobid-1/text.txt.gz,1110,1110_0181.grobid-1,f75ab54a52b1a27712097fcf21c7902cb01171de4094823e15018dc44fa25e12,2004,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,ca7a896e-381f-49c2-8a60-46729a357ad6,86925b59-c82f-4ec1-962b-a40b09d34c17
softcite_data/from_json/hep/sample1-2020-11-22/1111_0561.grobid-0/text.txt.gz,1111,1111_0561.grobid-0,62b8e754ee72f6dc79f52c564292c19ee4784107e22cf316e58fd6ead9d3c48e,1973,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,909f13de-b50d-4b87-9a34-3dc47465015c,05204081-9b5f-4476-af36-2f86419a9da1
softcite_data/from_json/hep/sample1-2020-11-22/1112_0180.grobid-0/text.txt.gz,1112,1112_0180.grobid-0,488b5f08e93c1d0dd8fc78f4c4bcd0e80bc80721a49ff8e57f03250f19d4c7b5,1965,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,918d5d86-dba0-4831-8df3-a3968c93a0b9,00f66c49-7f1a-4f2a-a81a-50b2d66c6713
softcite_data/from_json/hep/sample1-2020-11-22/1201_0048.grobid-0/text.txt.gz,1201,1201_0048.grobid-0,870c8df1c216a236c9254fc07e3758058360695603fdde808f8e96d7119a8481,2032,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,c9857420-cf05-4c70-8f74-bc6dc39cb341,148f09da-d52f-4118-852d-66abd64d9c89
softcite_data/from_json/hep/sample1-2020-11-22/1202_0158.grobid-0/text.txt.gz,1202,1202_0158.grobid-0,1e8b1740402915ea5e7997299097d645257bbaa5d29bf2d4834195e5bec570c1,1985,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,83f591f8-a6ad-4ae4-8a3c-3d7fb473d332,e076fad3-917c-4119-b87d-cf10fda8ab9f
softcite_data/from_json/hep/sample1-2020-11-22/1203_0742.grobid-0/text.txt.gz,1203,1203_0742.grobid-0,c0b8059a64e81342ad323e6211af4bf71754312bd0cb8c409f0563d69938b242,1992,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,b3473493-e64d-47d0-bff9-9adb1f4482d7,2c3dab8b-f1b0-4050-bc67-d125b9649bc0
softcite_data/from_json/hep/sample1-2020-11-22/1204_0079.grobid-1/text.txt.gz,1204,1204_0079.grobid-1,da7f48bcdc05c7a0e187bcd1bc9ad5097fc7d7f77bc57942f63d6cb5a610612d,1990,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,08579029-be98-4fbb-9e8d-f9e1acf9b742,90074fb0-9ac8-44e5-a805-c88462a49998
softcite_data/from_json/hep/sample1-2020-11-22/1205_0422.grobid-0/text.txt.gz,1205,1205_0422.grobid-0,4b84e8e124166ab7d50432a3df22149cc2178cf343bfbebdce857b0041df61ea,2074,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,6c0eed2e-f593-47c1-a8d6-86dc503e456c,6b9883a3-6aee-418e-9cc9-a3e50ce68ae6
softcite_data/from_json/hep/sample1-2020-11-22/1206_0645.grobid-0/text.txt.gz,1206,1206_0645.grobid-0,814d5ca38b73347b3027813a76795d02db43df4330c762548398a100fc72d938,1951,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,5d5a8ccd-d850-4ca1-abea-459c903750e3,2ef2cd8b-747c-4d4b-8711-4fe78e8215dd
softcite_data/from_json/hep/sample1-2020-11-22/1207_0364.grobid-0/text.txt.gz,1207,1207_0364.grobid-0,119415a369622ce6417738eff79bb6b5382b33a627a8646615388ed769fd74f9,1873,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d3dd3ece-4130-447b-8872-1f7eb1b92bb7,14727122-42b8-4956-b2b3-77d79e804f17
softcite_data/from_json/hep/sample1-2020-11-22/1208_0057.grobid-1/text.txt.gz,1208,1208_0057.grobid-1,98e698b1d003a7437e3d5ee6902c135f4f11f324dcc92c3287d439d6a0cb7cd1,2010,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,7b973d4c-c85c-4037-a50e-7fd951c84b3a,ee52cd21-a5ce-47a6-b805-0117feb68907
softcite_data/from_json/hep/sample1-2020-11-22/1209_0122.grobid-0/text.txt.gz,1209,1209_0122.grobid-0,f8058d28461c4ec980339d4a1858153470e1553b1e9e0f1de7b5608c81d798d2,1965,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,920fa74c-ab40-4d3b-972a-28c88101650f,b8fd2ee8-3bd5-41f6-8b47-6fe6c8fff13c
softcite_data/from_json/hep/sample1-2020-11-22/1210_0325.grobid-1/text.txt.gz,1210,1210_0325.grobid-1,c706e9c30d5855894ffbc150f2e10907d1e2dafb773d71952d6d433cf644213a,2081,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,123c88d2-930a-4b79-846f-186f70435bb2,5b6b6a89-4d41-4870-8220-e0331e8fd491
softcite_data/from_json/hep/sample1-2020-11-22/1211_0187.grobid-1/text.txt.gz,1211,1211_0187.grobid-1,b6c44160a20d49291ab7da3a7388f94c20820e19325050e1ddb11dc3b7d3ec84,1942,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,65c59ea4-1b44-4ff1-a0d0-7dc56f575a7e,95348f65-bf07-453c-9b17-0d77e98e12fe
softcite_data/from_json/hep/sample1-2020-11-22/1212_0425.grobid-0/text.txt.gz,1212,1212_0425.grobid-0,0124a4c1ed9764991c1f9c18cecbe29749fadc58548eb9b4ee0d692539fa04a9,1966,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,54d08ae2-f991-4aa0-b77b-140ca5ef1aa5,999b7907-4520-4f0f-88fd-2159fb6f5439
