article_batch_name,article_number,article_filename,article_sha256,article_text_length,tua_group_uuid,tua_group_name,tua_batch_uuid,tua_batch_name,tua_batch_final,source_task_uuid,tua_uuid,namespace,topic_name,case_number,answer_uuid,extra,highlight_count,start_pos,end_pos,target_text
softcite_data/from_json/hep/sample1-2020-11-22/1010_1466.grobid-2/text.txt.gz,110431,1010_1466.grobid-2,675a083591535f7580c4999a4ae7c4d0cfe021568c450d2e320922a21b011101,1999,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,c6328d5d-e69d-4780-a24d-55a9b9492de9,8c19ffa2-fbb7-4e6b-a8c7-83ce1a153a04,HL_Softcite_SoftwareMentions_v3,Software Mention,11,,{},1,1358,1412,the same software that is used for data reconstruction
softcite_data/from_json/hep/sample1-2020-11-22/1010_1466.grobid-2/text.txt.gz,110431,1010_1466.grobid-2,675a083591535f7580c4999a4ae7c4d0cfe021568c450d2e320922a21b011101,1999,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,c6328d5d-e69d-4780-a24d-55a9b9492de9,7a3a2809-7910-4b9e-8257-fe03464b5f7c,HL_Softcite_SoftwareMentions_v3,Software Mention,12,,{},1,1505,1511,alpgen
softcite_data/from_json/hep/sample1-2020-11-22/1010_1466.grobid-2/text.txt.gz,110431,1010_1466.grobid-2,675a083591535f7580c4999a4ae7c4d0cfe021568c450d2e320922a21b011101,1999,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,c6328d5d-e69d-4780-a24d-55a9b9492de9,8f416fd4-b801-4ff4-ab44-320c662f0da2,HL_Softcite_SoftwareMentions_v3,Software Mention,13,,{},1,1543,1547,MCFM
softcite_data/from_json/hep/sample1-2020-11-22/1010_1466.grobid-2/text.txt.gz,110431,1010_1466.grobid-2,675a083591535f7580c4999a4ae7c4d0cfe021568c450d2e320922a21b011101,1999,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,c6328d5d-e69d-4780-a24d-55a9b9492de9,af68100b-e66b-4c6b-b10b-08e29b66c426,HL_Softcite_SoftwareMentions_v3,Software Mention,14,,{},1,1747,1751,MCFM
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,24b3c963-daaa-4c8f-a536-84d552e32569,HL_Softcite_SoftwareMentions_v3,Software Mention,1,,{},1,40,51,ALPGEN 2.05
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,50f8945c-c507-4f92-b495-54e254157b45,HL_Softcite_SoftwareMentions_v3,Software Mention,2,,{},1,118,130,PYTHIA 6.403
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,a8146216-e46f-4ed1-830a-569a180a0b0a,HL_Softcite_SoftwareMentions_v3,Software Mention,3,,{},1,137,143,PYTHIA
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,6f2f6619-efe1-45da-b345-535b1b12a700,HL_Softcite_SoftwareMentions_v3,Software Mention,4,,{},1,349,355,ALPGEN
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,91921c14-a728-44ef-9331-c2999806446f,HL_Softcite_SoftwareMentions_v3,Software Mention,5,,{},1,371,377,PYTHIA
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,7d7dfe39-0e48-470b-9624-880494a03348,HL_Softcite_SoftwareMentions_v3,Software Mention,6,,{},1,470,476,ALPGEN
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,ab5174e8-eb48-4ad1-bbd9-46294dfc967c,HL_Softcite_SoftwareMentions_v3,Software Mention,7,,{},1,564,570,ALPGEN
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,0742621f-0708-4f09-8bbf-3225334c3002,HL_Softcite_SoftwareMentions_v3,Software Mention,8,,{},1,778,784,ALPGEN
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,2cc458dc-b653-4ef0-8e9e-a58b2762b0f0,HL_Softcite_SoftwareMentions_v3,Software Mention,9,,{},1,789,795,PYTHIA
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,ed729ec4-ed50-4bbd-afc0-ff8166cf4559,HL_Softcite_SoftwareMentions_v3,Software Mention,10,,{},1,807,813,PYTHIA
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,ce4e5ece-e739-45f3-b03d-2cb41039d04e,HL_Softcite_SoftwareMentions_v3,Software Mention,11,,{},1,1055,1061,ALPGEN
softcite_data/from_json/hep/sample1-2020-11-22/0909_4427.grobid-1/text.txt.gz,110349,0909_4427.grobid-1,49b3c9af3d975bff3e2e79567ce3ae7eb095832bd799fd05f0571bd0949dad44,2106,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,4d318544-ed10-42c3-a8a0-84167dcf120a,f6772d52-8328-4cac-9011-eeadee304dbb,HL_Softcite_SoftwareMentions_v3,Software Mention,12,,{},1,1092,1098,PYTHIA
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,b30e9d02-3066-4e11-9321-0ff0abfe75ab,HL_Softcite_SoftwareMentions_v3,Software Mention,1,,{},1,95,105,HistFitter
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,8f0188e0-561a-48f0-a950-8187012eece3,HL_Softcite_SoftwareMentions_v3,Software Mention,2,,{},1,294,305,Hist-Fitter
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,26245852-4687-48f9-afbb-0dca9de1817e,HL_Softcite_SoftwareMentions_v3,Software Mention,3,,{},1,537,547,HistFitter
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,aa400e45-387c-4d5e-bec6-d984b7a67c84,HL_Softcite_SoftwareMentions_v3,Software Mention,4,,{},1,562,568,Python
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,1f69911b-6cbf-4e55-bd77-16a208096ec5,HL_Softcite_SoftwareMentions_v3,Software Mention,5,,{},1,573,576,C++
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,f9277c8d-0a82-4499-904a-cdef7d5ea7da,HL_Softcite_SoftwareMentions_v3,Software Mention,6,,{},1,677,687,HistFitter
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,731940ce-b39d-4aee-97e5-c6433b314ec8,HL_Softcite_SoftwareMentions_v3,Software Mention,7,,{},1,715,726,HistFactory
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,89887c63-6bf9-4176-95aa-998479823d17,HL_Softcite_SoftwareMentions_v3,Software Mention,8,,{},1,736,744,RooStats
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,81ca38b8-3ba9-452e-8c5c-3c80ab2b013c,HL_Softcite_SoftwareMentions_v3,Software Mention,9,,{},1,770,776,RooFit
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,cbfd7fd8-57e3-4599-ae25-5c3326560ae7,HL_Softcite_SoftwareMentions_v3,Software Mention,10,,{},1,786,790,ROOT
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,0903c155-d7ba-453c-94c0-a59853746475,HL_Softcite_SoftwareMentions_v3,Software Mention,11,,{},1,874,884,HistFitter
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,4be6231d-2eda-4e4b-9dd3-ef4ad7ec41ae,HL_Softcite_SoftwareMentions_v3,Software Mention,12,,{},1,952,962,HistFitter
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,0e2e1b25-7b96-4a80-9559-2d847c9063a2,HL_Softcite_SoftwareMentions_v3,Software Mention,13,,{},1,1197,1207,HistFitter
softcite_data/from_json/hep/sample1-2020-11-22/1410_1280.grobid-0/text.txt.gz,111574,1410_1280.grobid-0,84676613c10099449f41ef3faeb3daa60ec2e2c2bb97b2073519d4bbaaee6c8d,1935,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,d6e81b2f-ae25-45fe-8e50-72fab9864856,6dacb08f-eaf2-4941-8521-1597c3810198,HL_Softcite_SoftwareMentions_v3,Software Mention,14,,{},1,1520,1530,HistFitter
softcite_data/from_json/hep/sample1-2020-11-22/1406_7533.grobid-2/text.txt.gz,111456,1406_7533.grobid-2,1fa7428f95f930ca9c2035e64f3e43004ee08acc1b258ef7d2f53048bdf85b14,1941,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,e6d2d5ee-353e-433d-9673-02817ba5fc5b,b1fed40b-9785-4210-892d-efba819a9130,HL_Softcite_SoftwareMentions_v3,Software Mention,1,,{},1,315,329,MadGraph 5.1.1
softcite_data/from_json/hep/sample1-2020-11-22/1406_7533.grobid-2/text.txt.gz,111456,1406_7533.grobid-2,1fa7428f95f930ca9c2035e64f3e43004ee08acc1b258ef7d2f53048bdf85b14,1941,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,e6d2d5ee-353e-433d-9673-02817ba5fc5b,1f2feb3b-a0a5-488b-9e00-04a7c7c0a7e2,HL_Softcite_SoftwareMentions_v3,Software Mention,2,,{},1,351,363,pythia 6.426
softcite_data/from_json/hep/sample1-2020-11-22/1406_7533.grobid-2/text.txt.gz,111456,1406_7533.grobid-2,1fa7428f95f930ca9c2035e64f3e43004ee08acc1b258ef7d2f53048bdf85b14,1941,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,e6d2d5ee-353e-433d-9673-02817ba5fc5b,abab0e30-d914-4cda-9ca1-7c73c70aef14,HL_Softcite_SoftwareMentions_v3,Software Mention,3,,{},1,370,382,sherpa 1.4.0
softcite_data/from_json/hep/sample1-2020-11-22/1406_7533.grobid-2/text.txt.gz,111456,1406_7533.grobid-2,1fa7428f95f930ca9c2035e64f3e43004ee08acc1b258ef7d2f53048bdf85b14,1941,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,e6d2d5ee-353e-433d-9673-02817ba5fc5b,6a1ea0f4-0d2e-4a62-8ed8-d6b2174f19c0,HL_Softcite_SoftwareMentions_v3,Software Mention,4,,{},1,405,413,BlackHat
softcite_data/from_json/hep/sample1-2020-11-22/1406_7533.grobid-2/text.txt.gz,111456,1406_7533.grobid-2,1fa7428f95f930ca9c2035e64f3e43004ee08acc1b258ef7d2f53048bdf85b14,1941,8bd4421d-73c3-483d-bfaf-ef7215aa556a,Pipeline-3E-HEP-Mentions-MTurk.IAA,6f0d6728-a663-4134-8fe2-a0cf3182cbad,Consensus generated at 2020-12-17T164427,True,e6d2d5ee-353e-433d-9673-02817ba5fc5b,4145c199-bee7-44f4-8587-fbea31aae904,HL_Softcite_SoftwareMentions_v3,Software Mention,5,,{},1,437,443,sherpa
