Article ID & Link to PDF
aa25251-14 & https://www.aanda.org/articles/aa/pdf/2015/04/aa25251-14.pdf \\
aa25360-14 & https://www.aanda.org/articles/aa/pdf/2015/04/aa25360-14.pdf \\
aa25433-14 & https://www.aanda.org/articles/aa/pdf/2015/04/aa25433-14.pdf \\
aa25450-14 & https://www.aanda.org/articles/aa/pdf/2015/04/aa25450-14.pdf \\
aa23428-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa23428-14.pdf \\
aa24987-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa24987-14.pdf \\
aa25092-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25092-14.pdf \\
aa25224-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25224-14.pdf \\
aa25276-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25276-14.pdf \\
aa25302-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25302-14.pdf \\
aa25401-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25401-14.pdf \\
aa25463-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25463-14.pdf \\
aa25492-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25492-14.pdf \\
aa25523-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25523-14.pdf \\
aa25574-14 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25574-14.pdf \\
aa25644-15 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25644-15.pdf \\
aa25680-15 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25680-15.pdf \\
aa25774-15 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25774-15.pdf \\
aa25812-15 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25812-15.pdf \\
aa25845-15 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25845-15.pdf \\
aa25908-15 & https://www.aanda.org/articles/aa/pdf/2015/05/aa25908-15.pdf \\
aa26031-15 & https://www.aanda.org/articles/aa/pdf/2015/05/aa26031-15.pdf \\
aa24610-14 & https://www.aanda.org/articles/aa/pdf/2015/06/aa24610-14.pdf \\
aa24952-14 & https://www.aanda.org/articles/aa/pdf/2015/06/aa24952-14.pdf \\
aa25207-14 & https://www.aanda.org/articles/aa/pdf/2015/06/aa25207-14.pdf \\
aa25620-15 & https://www.aanda.org/articles/aa/pdf/2015/06/aa25620-15.pdf \\
aa25740-15 & https://www.aanda.org/articles/aa/pdf/2015/06/aa25740-15.pdf \\
aa25929-15 & https://www.aanda.org/articles/aa/pdf/2015/06/aa25929-15.pdf \\
aa25973-15 & https://www.aanda.org/articles/aa/pdf/2015/06/aa25973-15.pdf \\
aa21770-13 & https://www.aanda.org/articles/aa/pdf/2015/07/aa21770-13.pdf \\
aa25064-14 & https://www.aanda.org/articles/aa/pdf/2015/07/aa25064-14.pdf \\
aa25111-14 & https://www.aanda.org/articles/aa/pdf/2015/07/aa25111-14.pdf \\
aa25478-14 & https://www.aanda.org/articles/aa/pdf/2015/07/aa25478-14.pdf \\
aa25507-14 & https://www.aanda.org/articles/aa/pdf/2015/07/aa25507-14.pdf \\
aa25600-14 & https://www.aanda.org/articles/aa/pdf/2015/07/aa25600-14.pdf \\
aa25697-15 & https://www.aanda.org/articles/aa/pdf/2015/07/aa25697-15.pdf \\
aa25710-15 & https://www.aanda.org/articles/aa/pdf/2015/07/aa25710-15.pdf \\
aa25878-15 & https://www.aanda.org/articles/aa/pdf/2015/07/aa25878-15.pdf \\
aa26062-15 & https://www.aanda.org/articles/aa/pdf/2015/07/aa26062-15.pdf \\
aa26147-15 & https://www.aanda.org/articles/aa/pdf/2015/07/aa26147-15.pdf \\
aa23977-14 & https://www.aanda.org/articles/aa/pdf/2015/08/aa23977-14.pdf \\
aa25001-14 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25001-14.pdf \\
aa25290-14 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25290-14.pdf \\
aa25539-14 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25539-14.pdf \\
aa25584-14 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25584-14.pdf \\
aa25756-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25756-15.pdf \\
aa25794-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25794-15.pdf \\
aa25860-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25860-15.pdf \\
aa25894-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25894-15.pdf \\
aa25950-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25950-15.pdf \\
aa25989-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa25989-15.pdf \\
aa26114-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa26114-15.pdf \\
aa26273-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa26273-15.pdf \\
aa26294-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa26294-15.pdf \\
aa26374-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa26374-15.pdf \\
aa26434-15 & https://www.aanda.org/articles/aa/pdf/2015/08/aa26434-15.pdf \\
aa22828-13 & https://www.aanda.org/articles/aa/pdf/2015/09/aa22828-13.pdf \\
aa24058-14 & https://www.aanda.org/articles/aa/pdf/2015/09/aa24058-14.pdf \\
aa24155-14 & https://www.aanda.org/articles/aa/pdf/2015/09/aa24155-14.pdf \\
aa24863-14 & https://www.aanda.org/articles/aa/pdf/2015/09/aa24863-14.pdf \\
aa24933-14 & https://www.aanda.org/articles/aa/pdf/2015/09/aa24933-14.pdf \\
aa25346-14 & https://www.aanda.org/articles/aa/pdf/2015/09/aa25346-14.pdf \\
aa25390-14 & https://www.aanda.org/articles/aa/pdf/2015/09/aa25390-14.pdf \\
aa26199-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26199-15.pdf \\
aa26227-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26227-15.pdf \\
aa26252-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26252-15.pdf \\
aa26516-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26516-15.pdf \\
aa26571-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26571-15.pdf \\
aa26617-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26617-15.pdf \\
aa26652-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26652-15.pdf \\
aa26785-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26785-15.pdf \\
aa26846-15 & https://www.aanda.org/articles/aa/pdf/2015/09/aa26846-15.pdf \\
aa23835-14 & https://www.aanda.org/articles/aa/pdf/2015/10/aa23835-14.pdf \\
aa24282-14 & https://www.aanda.org/articles/aa/pdf/2015/10/aa24282-14.pdf \\
aa25724-15 & https://www.aanda.org/articles/aa/pdf/2015/10/aa25724-15.pdf \\
aa26128-15 & https://www.aanda.org/articles/aa/pdf/2015/10/aa26128-15.pdf \\
aa26721-15 & https://www.aanda.org/articles/aa/pdf/2015/10/aa26721-15.pdf \\
aa26751-15 & https://www.aanda.org/articles/aa/pdf/2015/10/aa26751-15.pdf \\
aa26882-15 & https://www.aanda.org/articles/aa/pdf/2015/10/aa26882-15.pdf \\
aa26919-15 & https://www.aanda.org/articles/aa/pdf/2015/10/aa26919-15.pdf \\
aa26977-15 & https://www.aanda.org/articles/aa/pdf/2015/10/aa26977-15.pdf \\
aa24118-14 & https://www.aanda.org/articles/aa/pdf/2015/11/aa24118-14.pdf \\
aa25377-14 & https://www.aanda.org/articles/aa/pdf/2015/11/aa25377-14.pdf \\
aa25661-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa25661-15.pdf \\
aa25961-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa25961-15.pdf \\
aa26001-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26001-15.pdf \\
aa26020-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26020-15.pdf \\
aa26046-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26046-15.pdf \\
aa26162-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26162-15.pdf \\
aa26181-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26181-15.pdf \\
aa26216-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26216-15.pdf \\
aa26316-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26316-15.pdf \\
aa26335-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26335-15.pdf \\
aa26349-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26349-15.pdf \\
aa26418-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26418-15.pdf \\
aa26450-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26450-15.pdf \\
aa26469-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26469-15.pdf \\
aa26531-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26531-15.pdf \\
aa26553-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26553-15.pdf \\
aa26592-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa26592-15.pdf \\
aa27212-15 & https://www.aanda.org/articles/aa/pdf/2015/11/aa27212-15.pdf \\
aa23149-13 & https://www.aanda.org/articles/aa/pdf/2015/12/aa23149-13.pdf \\
aa23788-14 & https://www.aanda.org/articles/aa/pdf/2015/12/aa23788-14.pdf \\
aa24829-14 & https://www.aanda.org/articles/aa/pdf/2015/12/aa24829-14.pdf \\
aa25558-14 & https://www.aanda.org/articles/aa/pdf/2015/12/aa25558-14.pdf \\
aa26082-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa26082-15.pdf \\
aa26102-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa26102-15.pdf \\
aa26239-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa26239-15.pdf \\
aa26393-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa26393-15.pdf \\
aa26498-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa26498-15.pdf \\
aa26677-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa26677-15.pdf \\
aa26815-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa26815-15.pdf \\
aa27050-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa27050-15.pdf \\
aa27083-15 & https://www.aanda.org/articles/aa/pdf/2015/12/aa27083-15.pdf \\
