selection,coder,code,was_code_present,code_label
10.1002%2Fsoej.12244_TL02,tonyli0409,software_was_used,FALSE,NA
10.1002%2Fsoej.12244_TL03,tonyli0409,software_was_used,FALSE,NA
10.1002%2Fsoej.12244_TL03,tonyli0409,creator,FALSE,NA
10.1002%2Fsoej.12244_TL03,tonyli0409,version_date,FALSE,NA
10.1002%2Fsoej.12244_TL03,tonyli0409,url,TRUE,random.org
10.1002%2Fsoej.12244_TL03,tonyli0409,version_number,FALSE,NA
10.1002%2Fsoej.12244_TL03,tonyli0409,software_name,FALSE,NA
10.1002%2Fsoej.12244_TL04,tonyli0409,software_was_used,FALSE,NA
10.1002%2Fsoej.12244_TL04,tonyli0409,version_date,FALSE,NA
10.1002%2Fsoej.12244_TL04,tonyli0409,version_number,FALSE,NA
10.1002%2Fsoej.12244_TL04,tonyli0409,url,FALSE,NA
10.1002%2Fsoej.12244_TL04,tonyli0409,software_name,TRUE,mTurk
10.1002%2Fsoej.12244_TL04,tonyli0409,creator,FALSE,NA
10.1002%2Fsoej.12244_TL05,tonyli0409,url,FALSE,NA
10.1002%2Fsoej.12244_TL05,tonyli0409,software_name,TRUE,mTurk
10.1002%2Fsoej.12244_TL05,tonyli0409,software_was_used,FALSE,NA
10.1002%2Fsoej.12244_TL05,tonyli0409,creator,FALSE,NA
10.1002%2Fsoej.12244_TL05,tonyli0409,version_number,FALSE,NA
10.1002%2Fsoej.12244_TL05,tonyli0409,version_date,FALSE,NA
10.1002%2Fsoej.12244_TL06,tonyli0409,version_date,FALSE,NA
10.1002%2Fsoej.12244_TL06,tonyli0409,creator,FALSE,NA
10.1002%2Fsoej.12244_TL06,tonyli0409,software_was_used,FALSE,NA
10.1002%2Fsoej.12244_TL06,tonyli0409,software_name,TRUE,mTurk
10.1002%2Fsoej.12244_TL06,tonyli0409,version_number,FALSE,NA
10.1002%2Fsoej.12244_TL06,tonyli0409,url,FALSE,NA
10.1002%2Fsoej.12244_TL07,tonyli0409,creator,FALSE,NA
10.1002%2Fsoej.12244_TL07,tonyli0409,software_was_used,FALSE,NA
10.1002%2Fsoej.12244_TL07,tonyli0409,version_date,FALSE,NA
10.1002%2Fsoej.12244_TL07,tonyli0409,software_name,FALSE,NA
10.1002%2Fsoej.12244_TL07,tonyli0409,url,TRUE,random.org
10.1002%2Fsoej.12244_TL07,tonyli0409,version_number,FALSE,NA
10.1002%2Fsoej.12249_TL01,tonyli0409,version_number,FALSE,NA
10.1002%2Fsoej.12249_TL01,tonyli0409,creator,FALSE,NA
10.1002%2Fsoej.12249_TL01,tonyli0409,version_date,FALSE,NA
10.1002%2Fsoej.12249_TL01,tonyli0409,software_name,FALSE,NA
10.1002%2Fsoej.12249_TL01,tonyli0409,url,FALSE,NA
10.1002%2Fsoej.12249_TL01,tonyli0409,software_was_used,TRUE,NA
10.1002%2Fsoej.12249_TL02,tonyli0409,software_name,TRUE,Bing Maps Application Programming Interface
10.1002%2Fsoej.12249_TL02,tonyli0409,version_date,FALSE,NA
10.1002%2Fsoej.12249_TL02,tonyli0409,url,TRUE,https://www.microsoft.com/maps/
10.1002%2Fsoej.12249_TL02,tonyli0409,software_was_used,TRUE,NA
10.1002%2Fsoej.12249_TL02,tonyli0409,creator,TRUE,Bing
10.1002%2Fsoej.12249_TL02,tonyli0409,version_number,FALSE,NA
10.1007%2Fbf00163432_HR01,henryrossiter,version_number,FALSE,NA
10.1007%2Fbf00163432_HR01,henryrossiter,creator,FALSE,NA
10.1007%2Fbf00163432_HR01,henryrossiter,version_date,FALSE,NA
10.1007%2Fbf00163432_HR01,henryrossiter,url,FALSE,NA
10.1007%2Fbf00163432_HR01,henryrossiter,software_was_used,TRUE,NA
10.1007%2Fbf00163432_HR01,henryrossiter,software_name,TRUE,IML SAS
10.1007%2Fbf00163432_HR02,henryrossiter,version_number,FALSE,NA
10.1007%2Fbf00163432_HR02,henryrossiter,software_was_used,TRUE,NA
10.1007%2Fbf00163432_HR02,henryrossiter,creator,FALSE,NA
10.1007%2Fbf00163432_HR02,henryrossiter,version_date,FALSE,NA
10.1007%2Fbf00163432_HR02,henryrossiter,software_name,TRUE,SAS
10.1007%2Fbf00163432_HR02,henryrossiter,url,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL01,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL01,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-011-0355-y_TL01,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL01,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL01,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL01,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL02,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-011-0355-y_TL02,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL02,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL02,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL02,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL02,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL03,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL03,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL03,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL03,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-011-0355-y_TL03,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL03,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL04,tonyli0409,software_name,TRUE,ArcGIS
10.1007%2Fs00148-011-0355-y_TL04,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL04,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-011-0355-y_TL04,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL04,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-011-0355-y_TL04,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL01,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL01,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL01,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL01,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-015-0566-8_TL01,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL01,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL02,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL02,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL02,tonyli0409,software_was_used,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL02,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL02,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL02,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL03,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL03,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-015-0566-8_TL03,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL03,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL03,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL03,tonyli0409,software_was_used,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL04,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL04,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL04,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL04,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL04,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL04,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL05,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-015-0566-8_TL05,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL05,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL05,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL05,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL05,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL06,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL06,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL06,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL06,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL06,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL06,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL07,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL07,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL07,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL07,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-015-0566-8_TL07,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL07,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL08,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL08,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL08,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-015-0566-8_TL08,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL08,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL08,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL09,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-015-0566-8_TL09,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL09,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL09,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL09,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL09,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL10,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-015-0566-8_TL10,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL10,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL10,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL10,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL10,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL11,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL11,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL11,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL11,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL11,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL11,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-015-0566-8_TL12,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00148-015-0566-8_TL12,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL12,tonyli0409,url,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL12,tonyli0409,creator,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL12,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00148-015-0566-8_TL12,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00148-016-0624-x_JWC01,jackchristen,creator,FALSE,NA
10.1007%2Fs00148-016-0624-x_JWC01,jackchristen,version_number,FALSE,NA
10.1007%2Fs00148-016-0624-x_JWC01,jackchristen,software_name,TRUE,JSTOR
10.1007%2Fs00148-016-0624-x_JWC01,jackchristen,url,FALSE,NA
10.1007%2Fs00148-016-0624-x_JWC01,jackchristen,version_date,FALSE,NA
10.1007%2Fs00148-016-0624-x_JWC01,jackchristen,software_was_used,TRUE,NA
10.1007%2Fs00148-016-0624-x_JWC02,jackchristen,url,FALSE,NA
10.1007%2Fs00148-016-0624-x_JWC02,jackchristen,creator,FALSE,NA
10.1007%2Fs00148-016-0624-x_JWC02,jackchristen,version_number,FALSE,NA
10.1007%2Fs00148-016-0624-x_JWC02,jackchristen,version_date,FALSE,NA
10.1007%2Fs00148-016-0624-x_JWC02,jackchristen,software_name,TRUE,JSTOR
10.1007%2Fs00148-016-0624-x_JWC02,jackchristen,software_was_used,TRUE,NA
10.1007%2Fs00181-012-0549-5_TL01,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00181-012-0549-5_TL01,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00181-012-0549-5_TL01,tonyli0409,url,FALSE,NA
10.1007%2Fs00181-012-0549-5_TL01,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00181-012-0549-5_TL01,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00181-012-0549-5_TL01,tonyli0409,creator,FALSE,NA
10.1007%2Fs00181-012-0549-5_TL02,tonyli0409,creator,FALSE,NA
10.1007%2Fs00181-012-0549-5_TL02,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00181-012-0549-5_TL02,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00181-012-0549-5_TL02,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00181-012-0549-5_TL02,tonyli0409,url,FALSE,NA
10.1007%2Fs00181-012-0549-5_TL02,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00181-016-1169-2_EK01,evelynkue,software_name,TRUE,STATA
10.1007%2Fs00181-016-1169-2_EK01,evelynkue,version_date,FALSE,NA
10.1007%2Fs00181-016-1169-2_EK01,evelynkue,software_was_used,TRUE,NA
10.1007%2Fs00181-016-1169-2_EK01,evelynkue,version_number,TRUE,13.0
10.1007%2Fs00181-016-1169-2_EK01,evelynkue,creator,FALSE,NA
10.1007%2Fs00181-016-1169-2_EK01,evelynkue,url,FALSE,NA
10.1007%2Fs00191-008-0122-8_TL01,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00191-008-0122-8_TL01,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00191-008-0122-8_TL01,tonyli0409,url,FALSE,NA
10.1007%2Fs00191-008-0122-8_TL01,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00191-008-0122-8_TL01,tonyli0409,creator,FALSE,NA
10.1007%2Fs00191-008-0122-8_TL01,tonyli0409,software_was_used,FALSE,NA
10.1007%2Fs00191-010-0188-y_TL01,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00191-010-0188-y_TL01,tonyli0409,url,FALSE,NA
10.1007%2Fs00191-010-0188-y_TL01,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00191-010-0188-y_TL01,tonyli0409,software_name,TRUE,STATA
10.1007%2Fs00191-010-0188-y_TL01,tonyli0409,creator,FALSE,NA
10.1007%2Fs00191-010-0188-y_TL01,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00191-011-0230-8_TL01,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00191-011-0230-8_TL01,tonyli0409,software_name,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL01,tonyli0409,creator,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL01,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL01,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL01,tonyli0409,url,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL02,tonyli0409,software_name,TRUE,matlab
10.1007%2Fs00191-011-0230-8_TL02,tonyli0409,creator,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL02,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL02,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL02,tonyli0409,url,FALSE,NA
10.1007%2Fs00191-011-0230-8_TL02,tonyli0409,software_was_used,TRUE,NA
10.1007%2Fs00191-011-0243-3_MS01,mjsong1201,url,FALSE,NA
10.1007%2Fs00191-011-0243-3_MS01,mjsong1201,version_date,FALSE,NA
10.1007%2Fs00191-011-0243-3_MS01,mjsong1201,software_name,FALSE,NA
10.1007%2Fs00191-011-0243-3_MS01,mjsong1201,version_number,FALSE,NA
10.1007%2Fs00191-011-0243-3_MS01,mjsong1201,creator,FALSE,NA
10.1007%2Fs00191-011-0243-3_MS01,mjsong1201,software_was_used,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL01,tonyli0409,software_name,TRUE,BlaBlaCar
10.1007%2Fs00191-017-0548-y_TL01,tonyli0409,software_was_used,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL01,tonyli0409,version_number,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL01,tonyli0409,url,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL01,tonyli0409,creator,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL01,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL02,tonyli0409,software_was_used,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL02,tonyli0409,version_date,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL02,tonyli0409,url,FALSE,NA
10.1007%2Fs00191-017-0548-y_TL02,tonyli0409,software_name,TRUE,Airbnb
10.1007%2Fs00191-017-0548-y_TL02,tonyli0409,creator,FALSE,NA
